estrategia,n_torneo,perdida,exploracion,puntaje_torneo,puntaje_acumulado,seed
A2C_LSTM,49,-0.00014723178173881024,,0,[34615],1
A2C_LSTM,50,-7.051964348647743e-05,,0,[34825],1
A2C_LSTM,51,-6.495346315205097e-05,,0,[34610],1
A2C_LSTM,52,-0.00029003253439441323,,0,[34798],1
A2C_LSTM,53,-0.00020007732382509857,,0,[35634],1
A2C_LSTM,54,-8.232844265876338e-05,,0,[34849],1
A2C_LSTM,55,-0.00028526296955533326,,0,[35248],1
A2C_LSTM,56,-2.0118664906476624e-05,,0,[35148],1
A2C_LSTM,57,-0.0003199482162017375,,0,[34234],1
A2C_LSTM,58,-0.0002943374856840819,,0,[34877],1
A2C_LSTM,59,5.937636852264404,,0,[35378],1
A2C_LSTM,60,-0.00032026111148297787,,0,[35109],1
A2C_LSTM,61,-0.00020566850434988737,,0,[34454],1
A2C_LSTM,62,0.14375527203083038,,0,[34865],1
A2C_LSTM,63,-0.0002971631765831262,,0,[34891],1
A2C_LSTM,64,-6.783703429391608e-05,,0,[35225],1
A2C_LSTM,65,-0.0001308632781729102,,0,[35049],1
A2C_LSTM,66,-4.993214130401611,,0,[34735],1
A2C_LSTM,67,0.3876071274280548,,0,[35029],1
A2C_LSTM,68,0.6320452094078064,,0,[34740],1
A2C_LSTM,69,-3.834904418908991e-05,,0,[34886],1
A2C_LSTM,70,-9.972514817491174e-05,,0,[34843],1
A2C_LSTM,71,-0.00012517039431259036,,0,[34704],1
A2C_LSTM,72,-6.188464612932876e-05,,0,[34932],1
A2C_LSTM,73,-0.00015491068188566715,,0,[35148],1
A2C_LSTM,74,-0.00018342958355788141,,0,[35079],1
A2C_LSTM,75,-3.532994031906128,,0,[34695],1
A2C_LSTM,76,0.1911614090204239,,0,[35539],1
A2C_LSTM,77,-0.00010090830619446933,,0,[34607],1
A2C_LSTM,78,-0.0004529769066721201,,0,[34964],1
A2C_LSTM,79,-0.00023739341122563928,,0,[34744],1
A2C_LSTM,80,0.43096548318862915,,0,[34770],1
A2C_LSTM,81,-3.9763155655236915e-05,,0,[34563],1
A2C_LSTM,82,152.53282165527344,,0,[34566],1
