,estrategia,n_torneo,perdida,exploracion,puntaje_torneo,puntaje_acumulado,seed
126,A2C,47,0.0953896716237068,,0,[6917],3
127,A2C,48,-4.124314364162274e-05,,0,[6888],3
128,A2C,49,141.6913604736328,,0,[6855],3
129,A2C,50,0.827500581741333,,0,[6986],3
130,A2C,51,2.9103830456733704e-11,,0,[6829],3
131,A2C,52,-1.3899693895869092e-10,,0,[6812],3
132,A2C,53,4.656612873077393e-10,,0,[6919],3
133,A2C,54,1.2145903172111614e-09,,0,[6969],3
134,A2C,55,0.0001166482688859,,0,[6926],3
135,A2C,56,1.862645149230957e-09,,0,[6947],3
136,A2C,57,-7.186115544755012e-05,,0,[6852],3
137,A2C,58,1.5674840211868286,,0,[6956],3
138,A2C,59,1.7179919986620718e-10,,0,[6898],3
139,A2C,60,-3.898249758549355e-07,,0,[6939],3
140,A2C,61,-1.4969070889492286e-06,,0,[6911],3
141,A2C,62,-1.6773776378292693e-12,,0,[6955],3
142,A2C,63,3.5461422687177446e-10,,0,[6830],3
143,A2C,64,-1.599171264388133e-05,,0,[6885],3
144,A2C,65,15.998549461364746,,0,[6887],3
145,A2C,66,0.0131707666441798,,0,[6899],3
146,A2C,67,-3.2964062590679077e-09,,0,[6936],3
147,A2C,68,-9.543374471832068e-05,,0,[6990],3
148,A2C,69,221.74343872070312,,0,[6937],3
149,A2C,70,-4.095990657759785e-09,,0,[6587],3
150,A2C,71,5.253010804118219e-10,,0,[6609],3
151,A2C,72,-6.455372414393423e-08,,0,[6838],3
152,A2C,73,91.57456970214844,,0,[6375],3
153,A2C,74,0.0512853860855102,,0,[6565],3
154,A2C,75,-3.497303779909089e-09,,0,[6936],3
155,A2C,76,12.577826499938965,,0,[6920],3
156,A2C,77,-3.3284835815429688,,0,[7104],3
157,A2C,78,-8.987015576167323e-07,,0,[6898],3
158,A2C,79,4.656612873077393e-10,,0,[6934],3
159,A2C,80,1.862645149230957e-09,,0,[6957],3
160,A2C,81,-1.6459761553733188e-08,,0,[6881],3
161,A2C,82,-7.857853051973507e-05,,0,[6898],3
162,A2C,83,2.9103830456733704e-11,,0,[6923],3
163,A2C,84,0.5698322057723999,,0,[7122],3
164,A2C,85,1.6370904631912708e-11,,0,[6995],3
165,A2C,86,1.6286550760269165,,0,[6853],3
166,A2C,87,2.5740010738372803,,0,[6933],3
167,A2C,88,-6.153057498905275e-16,,0,[6965],3
168,A2C,89,-6.297303824231992e-12,,0,[6868],3
169,A2C,90,260.25006103515625,,0,[6642],3
170,A2C,91,0.1237633004784584,,0,[7413],3
171,A2C,92,7.275957614183426e-12,,0,[6908],3
172,A2C,93,0.941843330860138,,0,[6891],3
173,A2C,94,3.975575208663941,,0,[6864],3
174,A2C,95,1.818987451981946e-12,,0,[6777],3
175,A2C,96,0.0004675257951021,,0,[6704],3
176,A2C,97,1.0312408704749032e-09,,0,[6883],3
177,A2C,98,-7.79811548667908e-10,,0,[6875],3
178,A2C,99,1.0442253615614017e-12,,0,[7076],3
179,A2C,100,2.6193447411060333e-10,,0,[6981],3
180,A2C,41,1.260265588760376,,0,[8528],2
181,A2C,42,-7.056526555970777e-06,,0,[7741],2
182,A2C,43,2.0871567726135254,,0,[7077],2
183,A2C,44,1.1641527741801385e-08,,0,[8030],2
184,A2C,45,0.0531219057738781,,0,[7712],2
185,A2C,46,7.191719008509123e-12,,0,[6916],2
186,A2C,47,355.07061767578125,,0,[6983],2
187,A2C,48,-7.079201523488114e-15,,0,[6892],2
188,A2C,49,-1.1025806656572712e-10,,0,[6888],2
189,A2C,50,-1.3425528050392543e-11,,0,[6866],2
190,A2C,51,-6.786621042920161e-09,,0,[7024],2
191,A2C,52,-3.5356856642465573e-06,,0,[6853],2
192,A2C,53,7.2024245262146,,0,[6821],2
193,A2C,54,4.894781589508057,,0,[7381],2
194,A2C,55,8.86387838128222e-11,,0,[6657],2
195,A2C,56,-1.9818796603843222e-10,,0,[6942],2
196,A2C,57,-1.326025227399441e-07,,0,[6814],2
197,A2C,58,-6.64637866520934e-07,,0,[6936],2
198,A2C,59,-3.5022490010305773e-06,,0,[6839],2
199,A2C,60,0.0034451477695256,,0,[6893],2
200,A2C,61,-3.800007470999845e-05,,0,[6992],2
201,A2C,62,-0.0005196354468353,,0,[6987],2
202,A2C,63,-1.6487230425354937e-07,,0,[6989],2
203,A2C,64,-5.321156277204864e-05,,0,[6944],2
204,A2C,65,-6.128640961833298e-05,,0,[7101],2
205,A2C,66,2.709911823272705,,0,[6910],2
206,A2C,67,-0.0001560354430694,,0,[7062],2
207,A2C,68,-2.0830973426200217e-06,,0,[7024],2
208,A2C,69,-5.92023434364819e-06,,0,[6964],2
209,A2C,70,1.766171875416944e-09,,0,[6958],2
210,A2C,71,-6.425549599953229e-06,,0,[6861],2
211,A2C,72,-2.564872147559072e-06,,0,[6810],2
212,A2C,73,-1.0539417949484431e-10,,0,[6952],2
213,A2C,74,6.545540809631348,,0,[6662],2
214,A2C,75,-1.3368068607633177e-07,,0,[6916],2
215,A2C,76,-2.0311000881179098e-08,,0,[6823],2
216,A2C,77,-4.0409664503471276e-10,,0,[6741],2
217,A2C,78,574.0227661132812,,0,[6793],2
218,A2C,79,-3.182673822266225e-07,,0,[6833],2
219,A2C,80,52.73962020874024,,0,[7117],2
220,A2C,81,2.157550096511841,,0,[6842],2
221,A2C,82,-4.3732463382184505e-05,,0,[6845],2
222,A2C,83,3.5941150188446045,,0,[6763],2
223,A2C,84,2.9103830456733704e-11,,0,[6936],2
224,A2C,85,1.6370904631912708e-11,,0,[6748],2
225,A2C,86,3.771856427192688e-08,,0,[6858],2
226,A2C,87,4.0734726702851276e-10,,0,[6920],2
227,A2C,88,-4.168761734035797e-06,,0,[6918],2
228,A2C,89,1.0773268499519872e-08,,0,[6844],2
229,A2C,90,1.8189894035458565e-12,,0,[7861],2
230,A2C,91,7.275741641110667e-12,,0,[6900],2
231,A2C,92,-1.0916193223672553e-15,,0,[7043],2
232,A2C,93,47.06443405151367,,0,[6786],2
233,A2C,94,1.8165065805708649e-12,,0,[7073],2
234,A2C,95,0.0004352094838395,,0,[6983],2
235,A2C,96,1.859956966221432e-09,,0,[6859],2
236,A2C,97,7.275667481682069e-12,,0,[6821],2
237,A2C,98,1.4723766910557101e-12,,0,[6948],2
238,A2C,99,19.977033615112305,,0,[6935],2
239,A2C,100,-3.9856033140495135e-08,,0,[6951],2
240,A2C,41,-5.73845284179697e-07,,0,[7007],1
241,A2C,42,-2.4965231659734854e-07,,0,[6953],1
242,A2C,43,-4.759122020914219e-05,,0,[6961],1
243,A2C,44,-1.4055384781386238e-05,,0,[6958],1
244,A2C,45,-1.4361451634008846e-19,,0,[6873],1
245,A2C,46,8.913027954582374e-11,,0,[6986],1
246,A2C,47,-4.654769625300759e-12,,0,[7012],1
247,A2C,48,-4.853171412833035e-05,,0,[6909],1
248,A2C,49,10.45584201812744,,0,[6924],1
249,A2C,50,-3.085505341005046e-06,,0,[7010],1
250,A2C,51,-2.166732429031981e-06,,0,[6858],1
251,A2C,52,-7.833128989886974e-08,,0,[6968],1
252,A2C,53,-2.3539316273968325e-08,,0,[6871],1
253,A2C,54,-6.48202549200505e-05,,0,[6830],1
254,A2C,55,-5.7409488363191485e-06,,0,[6819],1
255,A2C,56,-5.5935338139079256e-08,,0,[6936],1
256,A2C,57,-8.77256243256852e-05,,0,[6907],1
257,A2C,58,-0.0001385746436426,,0,[7054],1
258,A2C,59,-4.361403262009844e-05,,0,[6921],1
259,A2C,60,1.0016158819198608,,0,[7518],1
260,A2C,61,3.1553332805633545,,0,[8754],1
261,A2C,62,4.974737843888022e-10,,0,[8556],1
262,A2C,63,0.0112731289118528,,0,[8649],1
263,A2C,64,0.0506739169359207,,0,[8679],1
264,A2C,65,30.47125244140625,,0,[8592],1
265,A2C,66,85.13182830810547,,0,[8613],1
266,A2C,67,-4.441176714805794e-17,,0,[8472],1
267,A2C,68,65.08457946777344,,0,[8562],1
268,A2C,69,-1.1283634210367335e-14,,0,[8599],1
269,A2C,70,1.9584334154387758e-11,,0,[8550],1
270,A2C,71,0.1765663623809814,,0,[8548],1
271,A2C,72,9.058832168579102,,0,[8652],1
272,A2C,73,-1.012659056607997e-16,,0,[8574],1
273,A2C,74,0.0015110485255718,,0,[8787],1
274,A2C,75,-3.024549513853193e-16,,0,[8517],1
275,A2C,76,0.1088339462876319,,0,[8597],1
276,A2C,77,28.53107452392578,,0,[8745],1
277,A2C,78,2.3574081922661527e-11,,0,[8680],1
278,A2C,79,0.0400415286421775,,0,[8424],1
279,A2C,80,-2.1257351618970274e-13,,0,[8745],1
280,A2C,81,-2.27519184048397e-11,,0,[8477],1
281,A2C,82,1.9456411600112915,,0,[8520],1
282,A2C,83,2.426258087158203,,0,[8685],1
283,A2C,84,7.25165023515717e-12,,0,[8538],1
284,A2C,85,-2.3013612432290324e-14,,0,[8628],1
285,A2C,86,-2.7953946496711134e-15,,0,[8685],1
286,A2C,87,1.7763568394002505e-13,,0,[8763],1
287,A2C,88,7.275945037438225e-12,,0,[8616],1
288,A2C,89,-7.287215027641878e-15,,0,[8607],1
289,A2C,90,0.6264558434486389,,0,[8709],1
290,A2C,91,0.2447469234466552,,0,[8505],1
291,A2C,92,0.2424225062131881,,0,[8667],1
292,A2C,93,0.0004638005048036,,0,[8631],1
293,A2C,94,-9.035785507072824e-17,,0,[8690],1
294,A2C,95,2.863691055121631e-11,,0,[8616],1
295,A2C,96,0.0042273518629372,,0,[8582],1
296,A2C,97,-2.892469813503258e-16,,0,[8580],1
297,A2C,98,0.0001453801814932,,0,[8552],1
298,A2C,99,48.39215850830078,,0,[8553],1
299,A2C,100,-2.1066028689930892e-17,,0,[8604],1
